date,home_team,away_team,home_team_full,away_team_full,home_odds_dec,draw_odds_dec,away_odds_dec,home_implied,away_implied
2025-11-08,PIT,LAK,Pittsburgh Penguins,Los Angeles Kings,2.88,4.2,1.95,31.6,46.7
2025-11-08,MTL,UTA,Montreal Canadiens,Utah Mammoth,2.5,4.0,2.2,36.2,41.2
2025-11-09,MIN,CGY,Minnesota Wild,Calgary Flames,1.91,4.2,2.8,46.8,31.9
2025-11-09,VAN,COL,Vancouver Canucks,Colorado Avalanche,3.3,4.2,1.75,27.2,51.4
2025-11-09,ANA,WPG,Anaheim Ducks,Winnipeg Jets,2.62,4.0,2.1,34.5,43.0
2025-11-09,OTT,UTA,Ottawa Senators,Utah Mammoth,2.3,4.0,2.4,39.5,37.8
2025-11-09,DAL,SEA,Dallas Stars,Seattle Kraken,1.67,4.5,3.5,54.1,25.8
2025-11-09,TOR,CAR,Toronto Maple Leafs,Carolina Hurricanes,2.5,4.2,2.15,36.3,42.2
2025-11-10,NJD,NYI,New Jersey Devils,NY Islanders,1.95,4.2,2.88,46.7,31.6
2025-11-10,NYR,NSH,NY Rangers,Nashville Predators,1.8,4.2,3.2,50.2,28.3
2025-11-10,EDM,CBJ,Edmonton Oilers,Columbus Blue Jackets,1.8,4.4,3.1,50.3,29.2
2025-11-10,VGK,FLA,Vegas Golden Knights,Florida Panthers,2.05,4.0,2.75,44.3,33.0
2025-11-11,SEA,CBJ,Seattle Kraken,Columbus Blue Jackets,2.2,4.0,2.5,41.2,36.2
2025-11-11,VAN,WPG,Vancouver Canucks,Winnipeg Jets,2.5,4.0,2.2,36.2,41.2
2025-11-11,COL,ANA,Colorado Avalanche,Anaheim Ducks,1.6,4.6,3.8,56.5,23.8
2025-11-11,MIN,SJS,Minnesota Wild,San Jose Sharks,1.67,4.5,3.5,54.1,25.8
2025-11-11,OTT,DAL,Ottawa Senators,Dallas Stars,2.2,4.0,2.5,41.2,36.2
2025-11-11,BOS,TOR,Boston Bruins,Toronto Maple Leafs,2.62,4.0,2.05,34.1,43.6
2025-11-11,CAR,WSH,Carolina Hurricanes,Washington Capitals,1.85,4.2,3.0,48.6,30.0
2025-11-11,MTL,LAK,Montreal Canadiens,Los Angeles Kings,2.4,4.0,2.25,37.5,40.0
2025-11-11,STL,CGY,St. Louis Blues,Calgary Flames,2.0,4.0,2.8,45.2,32.3
2025-11-12,CHI,NJD,Chicago Blackhawks,New Jersey Devils,2.88,4.0,1.95,31.3,46.2
2025-11-12,UTA,BUF,Utah Mammoth,Buffalo Sabres,1.67,4.4,3.5,53.9,25.7
2025-11-12,PHI,EDM,Philadelphia Flyers,Edmonton Oilers,2.5,4.0,2.2,36.2,41.2
2025-11-12,TBL,NYR,Tampa Bay Lightning,NY Rangers,2.0,4.0,2.8,45.2,32.3
2025-11-13,SEA,WPG,Seattle Kraken,Winnipeg Jets,2.8,4.0,2.05,32.6,44.6
2025-11-13,CGY,SJS,Calgary Flames,San Jose Sharks,1.85,4.2,3.0,48.6,30.0
2025-11-13,VGK,NYI,Vegas Golden Knights,NY Islanders,1.75,4.4,3.25,51.6,27.8
2025-11-13,NSH,PIT,Nashville Predators,Pittsburgh Penguins,2.5,4.0,2.2,36.2,41.2
2025-11-13,COL,BUF,Colorado Avalanche,Buffalo Sabres,1.4,5.0,5.0,64.1,17.9
2025-11-13,TOR,LAK,Toronto Maple Leafs,Los Angeles Kings,2.6,4.0,2.1,34.6,42.9
2025-11-13,OTT,BOS,Ottawa Senators,Boston Bruins,1.85,4.2,2.9,48.1,30.7
2025-11-13,MTL,DAL,Montreal Canadiens,Dallas Stars,2.25,4.0,2.45,40.3,37.0
2025-11-13,DET,ANA,Detroit Red Wings,Anaheim Ducks,2.0,4.2,2.75,45.4,33.0
2025-11-13,FLA,WSH,Florida Panthers,Washington Capitals,2.2,4.0,2.5,41.2,36.2
2025-11-13,CBJ,EDM,Columbus Blue Jackets,Edmonton Oilers,2.15,4.2,2.5,42.2,36.3
2025-11-14,CAR,VAN,Carolina Hurricanes,Vancouver Canucks,1.55,4.2,4.2,57.5,21.2
2025-11-14,STL,PHI,St. Louis Blues,Philadelphia Flyers,2.05,4.0,2.75,44.3,33.0
2025-11-14,UTA,NYI,Utah Mammoth,NY Islanders,1.67,4.5,3.5,54.1,25.8
2025-11-14,FLA,TBL,Florida Panthers,Tampa Bay Lightning,2.1,4.0,2.62,43.0,34.5
2025-11-15,TBL,VAN,Tampa Bay Lightning,Vancouver Canucks,1.83,4.2,3.0,48.9,29.8
2025-11-15,PIT,NSH,Pittsburgh Penguins,Nashville Predators,2.1,4.0,2.6,42.9,34.6
2025-11-15,CGY,WPG,Calgary Flames,Winnipeg Jets,2.5,4.0,2.15,35.9,41.7
2025-11-15,SEA,SJS,Seattle Kraken,San Jose Sharks,1.95,4.2,2.8,46.3,32.2
2025-11-15,DAL,PHI,Dallas Stars,Philadelphia Flyers,1.67,4.4,3.5,53.9,25.7
2025-11-15,DET,BUF,Detroit Red Wings,Buffalo Sabres,1.8,4.4,3.1,50.3,29.2
2025-11-15,STL,VGK,St. Louis Blues,Vegas Golden Knights,2.9,4.2,1.91,31.2,47.3
2025-11-15,CBJ,NYR,Columbus Blue Jackets,NY Rangers,2.38,4.0,2.3,38.0,39.3
2025-11-15,CHI,TOR,Chicago Blackhawks,Toronto Maple Leafs,2.5,4.2,2.2,36.6,41.6
2025-11-15,WSH,NJD,Washington Capitals,New Jersey Devils,1.91,4.2,2.9,47.3,31.2
2025-11-15,OTT,LAK,Ottawa Senators,Los Angeles Kings,2.3,4.0,2.38,39.3,38.0
2025-11-15,CAR,EDM,Carolina Hurricanes,Edmonton Oilers,2.15,4.0,2.5,41.7,35.9
2025-11-15,MTL,BOS,Montreal Canadiens,Boston Bruins,1.85,4.2,2.9,48.1,30.7
2025-11-15,MIN,ANA,Minnesota Wild,Anaheim Ducks,2.1,4.2,2.62,43.4,34.8
2025-11-16,NYR,DET,NY Rangers,Detroit Red Wings,2.0,4.0,2.75,44.9,32.7
2025-11-16,COL,NYI,Colorado Avalanche,NY Islanders,1.6,4.2,4.2,56.8,21.6
2025-11-16,MIN,VGK,Minnesota Wild,Vegas Golden Knights,2.5,4.0,2.15,35.9,41.7
2025-11-17,BUF,EDM,Buffalo Sabres,Edmonton Oilers,2.8,4.2,1.95,32.2,46.3
2025-11-17,BOS,CAR,Boston Bruins,Carolina Hurricanes,3.25,4.2,1.8,27.9,50.4
2025-11-17,WSH,LAK,Washington Capitals,Los Angeles Kings,2.25,4.0,2.5,40.6,36.5
2025-11-17,FLA,VAN,Florida Panthers,Vancouver Canucks,1.5,4.8,4.2,59.9,21.4
2025-11-17,CBJ,MTL,Columbus Blue Jackets,Montreal Canadiens,2.05,4.2,2.62,44.0,34.5
2025-11-17,ANA,UTA,Anaheim Ducks,Utah Mammoth,2.45,4.0,2.25,37.0,40.3
2025-11-18,CHI,CGY,Chicago Blackhawks,Calgary Flames,2.45,4.0,2.25,37.0,40.3
2025-11-18,VGK,NYR,Vegas Golden Knights,NY Rangers,2.05,4.0,2.7,44.0,33.4
2025-11-18,SJS,UTA,San Jose Sharks,Utah Mammoth,2.62,4.2,2.05,34.5,44.0
2025-11-18,DAL,NYI,Dallas Stars,NY Islanders,1.8,4.2,3.1,49.8,28.9
2025-11-18,DET,SEA,Detroit Red Wings,Seattle Kraken,1.85,4.0,3.1,48.6,29.0
2025-11-18,TBL,NJD,Tampa Bay Lightning,New Jersey Devils,1.85,4.2,3.0,48.6,30.0
2025-11-18,TOR,STL,Toronto Maple Leafs,St. Louis Blues,2.3,4.0,2.45,39.8,37.3
2025-11-18,WPG,CBJ,Winnipeg Jets,Columbus Blue Jackets,1.8,4.4,3.1,50.3,29.2
2025-11-19,WSH,EDM,Washington Capitals,Edmonton Oilers,2.2,4.0,2.5,41.2,36.2
2025-11-19,BUF,CGY,Buffalo Sabres,Calgary Flames,1.91,4.2,2.9,47.3,31.2
2025-11-19,MIN,CAR,Minnesota Wild,Carolina Hurricanes,3.1,4.2,1.85,29.3,49.1
2025-11-19,ANA,BOS,Anaheim Ducks,Boston Bruins,1.8,4.2,3.1,49.8,28.9
2025-11-20,ANA,OTT,Anaheim Ducks,Ottawa Senators,2.5,4.0,2.15,35.9,41.7
2025-11-20,VAN,DAL,Vancouver Canucks,Dallas Stars,2.75,4.2,2.0,33.0,45.4
2025-11-20,SJS,LAK,San Jose Sharks,Los Angeles Kings,3.0,4.2,1.85,30.0,48.6
2025-11-20,COL,NYR,Colorado Avalanche,NY Rangers,1.75,4.2,3.3,51.4,27.2
2025-11-20,CHI,SEA,Chicago Blackhawks,Seattle Kraken,2.25,4.0,2.5,40.6,36.5
2025-11-20,UTA,VGK,Utah Mammoth,Vegas Golden Knights,2.4,4.0,2.3,37.8,39.5
2025-11-20,MTL,WSH,Montreal Canadiens,Washington Capitals,2.1,4.0,2.62,43.0,34.5
2025-11-20,DET,NYI,Detroit Red Wings,NY Islanders,2.1,4.2,2.62,43.4,34.8
2025-11-20,PHI,STL,Philadelphia Flyers,St. Louis Blues,2.15,4.0,2.6,42.3,35.0
2025-11-20,FLA,NJD,Florida Panthers,New Jersey Devils,1.95,4.0,2.9,46.3,31.1
2025-11-20,TOR,CBJ,Toronto Maple Leafs,Columbus Blue Jackets,2.38,4.0,2.3,38.0,39.3
2025-11-20,TBL,EDM,Tampa Bay Lightning,Edmonton Oilers,1.85,4.0,3.0,48.1,29.7
2025-11-21,NYI,STL,NY Islanders,St. Louis Blues,2.15,4.0,2.6,42.3,35.0
2025-11-21,DET,CBJ,Detroit Red Wings,Columbus Blue Jackets,2.05,4.2,2.7,44.5,33.8
2025-11-21,LAK,BOS,Los Angeles Kings,Boston Bruins,1.75,4.2,3.4,51.8,26.6
2025-11-21,WPG,CAR,Winnipeg Jets,Carolina Hurricanes,2.8,4.2,1.95,32.2,46.3
2025-11-21,PIT,MIN,Pittsburgh Penguins,Minnesota Wild,2.2,4.0,2.5,41.2,36.2
2025-11-21,BUF,CHI,Buffalo Sabres,Chicago Blackhawks,1.8,4.2,3.1,49.8,28.9
2025-11-22,UTA,NYR,Utah Mammoth,NY Rangers,2.1,4.0,2.62,43.0,34.5
2025-11-22,WPG,MIN,Winnipeg Jets,Minnesota Wild,2.1,4.0,2.62,43.0,34.5
2025-11-22,BUF,CAR,Buffalo Sabres,Carolina Hurricanes,3.25,4.2,1.75,27.5,51.1
2025-11-22,CGY,DAL,Calgary Flames,Dallas Stars,2.75,4.0,2.05,33.0,44.3
2025-11-22,ANA,VGK,Anaheim Ducks,Vegas Golden Knights,2.7,4.2,2.05,33.8,44.5
2025-11-22,NSH,COL,Nashville Predators,Colorado Avalanche,3.6,4.5,1.67,25.3,54.5
2025-11-22,NYI,SEA,NY Islanders,Seattle Kraken,1.85,4.2,2.9,48.1,30.7
2025-11-22,WSH,TBL,Washington Capitals,Tampa Bay Lightning,2.2,4.0,2.5,41.2,36.2
2025-11-22,MTL,TOR,Montreal Canadiens,Toronto Maple Leafs,2.0,4.0,2.75,44.9,32.7
2025-11-22,SJS,OTT,San Jose Sharks,Ottawa Senators,3.0,4.0,1.85,29.7,48.1
2025-11-22,PIT,SEA,Pittsburgh Penguins,Seattle Kraken,2.15,4.0,2.5,41.7,35.9
2025-11-22,FLA,EDM,Florida Panthers,Edmonton Oilers,2.1,4.0,2.62,43.0,34.5
2025-11-22,PHI,NJD,Philadelphia Flyers,New Jersey Devils,2.4,4.0,2.3,37.8,39.5
2025-11-23,VAN,CGY,Vancouver Canucks,Calgary Flames,2.1,4.0,2.62,43.0,34.5
2025-11-23,CHI,COL,Chicago Blackhawks,Colorado Avalanche,3.75,4.2,1.65,24.0,54.6
2025-11-23,SJS,BOS,San Jose Sharks,Boston Bruins,2.62,4.0,2.1,34.5,43.0
2025-11-24,WSH,CBJ,Washington Capitals,Columbus Blue Jackets,1.85,4.2,3.0,48.6,30.0
2025-11-24,NYR,STL,NY Rangers,St. Louis Blues,2.0,4.0,2.8,45.2,32.3
2025-11-24,TBL,PHI,Tampa Bay Lightning,Philadelphia Flyers,1.8,4.2,3.1,49.8,28.9
2025-11-24,NJD,DET,New Jersey Devils,Detroit Red Wings,2.05,4.0,2.75,44.3,33.0
2025-11-24,NSH,FLA,Nashville Predators,Florida Panthers,2.62,4.0,2.1,34.5,43.0
2025-11-24,LAK,OTT,Los Angeles Kings,Ottawa Senators,1.85,4.0,3.0,48.1,29.7
2025-11-24,UTA,VGK,Utah Mammoth,Vegas Golden Knights,2.38,4.0,2.3,38.0,39.3
2025-11-25,EDM,DAL,Edmonton Oilers,Dallas Stars,2.05,4.2,2.7,44.5,33.8
2025-11-26,ANA,VAN,Anaheim Ducks,Vancouver Canucks,1.91,4.2,2.88,47.2,31.3
2025-11-26,SEA,DAL,Seattle Kraken,Dallas Stars,2.6,4.0,2.15,35.0,42.3
2025-11-26,VGK,OTT,Vegas Golden Knights,Ottawa Senators,1.8,4.2,3.2,50.2,28.3
2025-11-26,UTA,MTL,Utah Mammoth,Montreal Canadiens,2.0,4.2,2.8,45.7,32.6
2025-11-26,COL,SJS,Colorado Avalanche,San Jose Sharks,1.4,4.75,5.8,65.1,15.7
2025-11-26,CHI,MIN,Chicago Blackhawks,Minnesota Wild,2.62,4.0,2.1,34.5,43.0
2025-11-26,PIT,BUF,Pittsburgh Penguins,Buffalo Sabres,2.2,4.0,2.5,41.2,36.2
2025-11-26,FLA,PHI,Florida Panthers,Philadelphia Flyers,1.8,4.2,3.1,49.8,28.9
2025-11-26,CAR,NYR,Carolina Hurricanes,NY Rangers,1.75,4.2,3.4,51.8,26.6
2025-11-26,NYI,BOS,NY Islanders,Boston Bruins,1.85,4.2,2.9,48.1,30.7
2025-11-26,DET,NSH,Detroit Red Wings,Nashville Predators,1.95,4.2,2.9,46.8,31.5
2025-11-26,CBJ,TOR,Columbus Blue Jackets,Toronto Maple Leafs,2.3,4.0,2.38,39.3,38.0
2025-11-26,TBL,CGY,Tampa Bay Lightning,Calgary Flames,1.8,4.2,3.2,50.2,28.3
2025-11-26,WSH,WPG,Washington Capitals,Winnipeg Jets,1.95,4.2,2.8,46.3,32.2
2025-11-26,NJD,STL,New Jersey Devils,St. Louis Blues,2.05,4.0,2.7,44.0,33.4
2025-11-28,CAR,WPG,Carolina Hurricanes,Winnipeg Jets,1.67,4.2,3.6,53.7,24.9
2025-11-28,SEA,EDM,Seattle Kraken,Edmonton Oilers,2.8,4.0,1.95,31.9,45.8
2025-11-28,COL,MTL,Colorado Avalanche,Montreal Canadiens,1.57,4.2,4.2,57.2,21.4
2025-11-28,NYR,TBL,NY Rangers,Tampa Bay Lightning,2.15,4.0,2.5,41.7,35.9
2025-11-28,CHI,NSH,Chicago Blackhawks,Nashville Predators,2.4,4.0,2.3,37.8,39.5
2025-11-28,CBJ,PIT,Columbus Blue Jackets,Pittsburgh Penguins,2.05,4.2,2.75,44.8,33.4
2025-11-28,WSH,TOR,Washington Capitals,Toronto Maple Leafs,1.85,4.2,3.0,48.6,30.0
2025-11-28,FLA,CGY,Florida Panthers,Calgary Flames,1.8,4.2,3.3,50.7,27.6
2025-11-28,DAL,UTA,Dallas Stars,Utah Mammoth,2.1,4.0,2.62,43.0,34.5
2025-11-28,STL,OTT,St. Louis Blues,Ottawa Senators,2.4,4.0,2.3,37.8,39.5
2025-11-28,DET,TBL,Detroit Red Wings,Tampa Bay Lightning,2.45,4.0,2.2,36.7,40.9
2025-11-28,BOS,NYR,Boston Bruins,NY Rangers,3.0,4.0,1.91,30.1,47.3
2025-11-28,MIN,COL,Minnesota Wild,Colorado Avalanche,3.2,4.2,1.8,28.3,50.2
2025-11-28,SJS,VAN,San Jose Sharks,Vancouver Canucks,2.4,4.2,2.25,37.9,40.4
2025-11-28,BUF,NJD,Buffalo Sabres,New Jersey Devils,2.3,4.0,2.4,39.5,37.8
2025-11-28,VGK,MTL,Vegas Golden Knights,Montreal Canadiens,1.75,4.2,3.2,50.9,27.9
2025-11-28,NYI,PHI,NY Islanders,Philadelphia Flyers,2.05,4.0,2.75,44.3,33.0
2025-11-28,ANA,LAK,Anaheim Ducks,Los Angeles Kings,2.5,4.0,2.15,35.9,41.7
2025-11-29,MIN,BUF,Minnesota Wild,Buffalo Sabres,2.0,4.0,2.8,45.2,32.3
2025-11-29,CAR,CGY,Carolina Hurricanes,Calgary Flames,1.53,4.4,4.4,59.0,20.5
2025-11-29,CHI,ANA,Chicago Blackhawks,Anaheim Ducks,2.45,4.2,2.2,37.1,41.3
2025-11-29,NYI,WSH,NY Islanders,Washington Capitals,2.5,4.0,2.15,35.9,41.7
2025-11-29,VGK,SJS,Vegas Golden Knights,San Jose Sharks,1.44,4.6,5.0,62.5,18.0
2025-11-29,LAK,VAN,Los Angeles Kings,Vancouver Canucks,1.85,4.2,3.1,49.1,29.3
2025-11-29,NSH,WPG,Nashville Predators,Winnipeg Jets,2.5,4.0,2.2,36.2,41.2
2025-11-29,NJD,PHI,New Jersey Devils,Philadelphia Flyers,2.0,4.0,2.8,45.2,32.3
2025-11-29,PIT,TOR,Pittsburgh Penguins,Toronto Maple Leafs,2.3,4.0,2.38,39.3,38.0
2025-11-29,BOS,DET,Boston Bruins,Detroit Red Wings,2.8,4.0,1.95,31.9,45.8
2025-11-29,STL,UTA,St. Louis Blues,Utah Mammoth,2.45,4.0,2.3,37.3,39.8
2025-11-30,DAL,OTT,Dallas Stars,Ottawa Senators,2.0,4.0,2.8,45.2,32.3
2025-12-01,STL,ANA,St. Louis Blues,Anaheim Ducks,2.05,4.2,2.6,43.9,34.6
2025-12-01,SJS,UTA,San Jose Sharks,Utah Mammoth,3.0,4.2,1.85,30.0,48.6
2025-12-01,NJD,CBJ,New Jersey Devils,Columbus Blue Jackets,1.95,4.2,2.8,46.3,32.2
2025-12-01,PHI,PIT,Philadelphia Flyers,Pittsburgh Penguins,2.05,4.0,2.7,44.0,33.4
2025-12-01,BUF,WPG,Buffalo Sabres,Winnipeg Jets,2.25,4.2,2.3,39.8,38.9
2025-12-02,LAK,WSH,Los Angeles Kings,Washington Capitals,2.25,3.9,2.5,40.4,36.3
2025-12-02,EDM,MIN,Edmonton Oilers,Minnesota Wild,1.95,4.2,2.8,46.3,32.2
2025-12-02,COL,VAN,Colorado Avalanche,Vancouver Canucks,1.4,5.0,5.0,64.1,17.9
2025-12-02,NSH,CGY,Nashville Predators,Calgary Flames,2.2,4.0,2.5,41.2,36.2
2025-12-02,VGK,CHI,Vegas Golden Knights,Chicago Blackhawks,1.55,4.2,4.2,57.5,21.2
2025-12-02,NYR,DAL,NY Rangers,Dallas Stars,2.3,4.0,2.3,38.8,38.8
2025-12-02,NYI,TBL,NY Islanders,Tampa Bay Lightning,2.4,4.0,2.25,37.5,40.0
2025-12-02,MTL,OTT,Montreal Canadiens,Ottawa Senators,2.45,4.0,2.15,36.3,41.4
2025-12-02,DET,BOS,Detroit Red Wings,Boston Bruins,1.73,4.2,3.3,51.6,27.1
2025-12-02,FLA,TOR,Florida Panthers,Toronto Maple Leafs,1.85,4.2,3.0,48.6,30.0
2025-12-03,NJD,DAL,New Jersey Devils,Dallas Stars,2.25,4.0,2.45,40.3,37.0
2025-12-03,PHI,BUF,Philadelphia Flyers,Buffalo Sabres,2.5,4.0,2.15,35.9,41.7
2025-12-03,MTL,WPG,Montreal Canadiens,Winnipeg Jets,2.5,4.0,2.15,35.9,41.7
2025-12-03,SJS,WSH,San Jose Sharks,Washington Capitals,2.88,4.2,1.95,31.6,46.7
2025-12-03,ANA,UTA,Anaheim Ducks,Utah Mammoth,2.38,4.0,2.3,38.0,39.3
2025-12-04,CGY,MIN,Calgary Flames,Minnesota Wild,2.5,4.0,2.2,36.2,41.2
2025-12-04,LAK,CHI,Los Angeles Kings,Chicago Blackhawks,1.67,4.2,3.6,53.7,24.9
2025-12-04,EDM,SEA,Edmonton Oilers,Seattle Kraken,1.7,4.2,3.5,52.9,25.7
2025-12-04,CBJ,DET,Columbus Blue Jackets,Detroit Red Wings,2.2,4.0,2.5,41.2,36.2
2025-12-04,CAR,TOR,Carolina Hurricanes,Toronto Maple Leafs,1.67,4.5,3.5,54.1,25.8
2025-12-04,TBL,PIT,Tampa Bay Lightning,Pittsburgh Penguins,1.85,4.2,2.9,48.1,30.7
2025-12-04,BOS,STL,Boston Bruins,St. Louis Blues,2.7,4.0,2.05,33.4,44.0
2025-12-04,OTT,NYR,Ottawa Senators,NY Rangers,2.1,4.0,2.62,43.0,34.5
2025-12-04,FLA,NSH,Florida Panthers,Nashville Predators,1.75,4.4,3.25,51.6,27.8
2025-12-04,NYI,COL,NY Islanders,Colorado Avalanche,3.1,4.2,1.8,28.9,49.8
2025-12-05,FLA,CBJ,Florida Panthers,Columbus Blue Jackets,1.85,4.2,3.0,48.6,30.0
2025-12-05,NYR,COL,NY Rangers,Colorado Avalanche,3.1,4.2,1.83,29.1,49.4
2025-12-05,ANA,WSH,Anaheim Ducks,Washington Capitals,2.75,4.0,2.05,33.0,44.3
2025-12-05,VAN,UTA,Vancouver Canucks,Utah Mammoth,2.6,4.0,2.15,35.0,42.3
2025-12-05,DAL,SJS,Dallas Stars,San Jose Sharks,1.5,4.4,4.5,59.7,19.9
2025-12-05,WPG,BUF,Winnipeg Jets,Buffalo Sabres,2.15,4.0,2.6,42.3,35.0
2025-12-05,NJD,VGK,New Jersey Devils,Vegas Golden Knights,2.6,4.0,2.15,35.0,42.3
2025-12-06,FLA,NYI,Florida Panthers,NY Islanders,1.85,4.0,3.0,48.1,29.7
2025-12-06,CAR,SJS,Carolina Hurricanes,San Jose Sharks,1.44,4.5,5.0,62.2,17.9
2025-12-06,PHI,COL,Philadelphia Flyers,Colorado Avalanche,3.0,4.0,1.91,30.1,47.3
2025-12-06,SEA,DET,Seattle Kraken,Detroit Red Wings,2.45,4.0,2.25,37.0,40.3
2025-12-06,EDM,WPG,Edmonton Oilers,Winnipeg Jets,1.75,4.2,3.3,51.4,27.2
2025-12-06,LAK,CHI,Los Angeles Kings,Chicago Blackhawks,1.75,4.2,3.4,51.8,26.6
2025-12-06,VAN,MIN,Vancouver Canucks,Minnesota Wild,2.8,4.0,2.05,32.6,44.6
2025-12-06,BOS,NJD,Boston Bruins,New Jersey Devils,2.5,3.9,2.2,36.0,40.9
2025-12-06,TBL,NYI,Tampa Bay Lightning,NY Islanders,1.95,4.0,2.8,45.8,31.9
2025-12-06,OTT,STL,Ottawa Senators,St. Louis Blues,1.95,4.0,2.9,46.3,31.1
2025-12-06,TOR,MTL,Toronto Maple Leafs,Montreal Canadiens,2.05,4.0,2.7,44.0,33.4
2025-12-06,CAR,NSH,Carolina Hurricanes,Nashville Predators,1.62,4.4,3.8,55.7,23.8
2025-12-06,CGY,UTA,Calgary Flames,Utah Mammoth,2.2,3.9,2.5,40.9,36.0
2025-12-07,ANA,CHI,Anaheim Ducks,Chicago Blackhawks,1.75,4.4,3.25,51.6,27.8
2025-12-07,MTL,STL,Montreal Canadiens,St. Louis Blues,2.1,4.0,2.7,43.4,33.8
