date,home_team,away_team,home_team_full,away_team_full,home_odds_dec,draw_odds_dec,away_odds_dec,home_implied,away_implied
2026-02-03,TBL,BUF,Tampa Bay Lightning,Buffalo Sabres,1.75,4.0,3.4,51.2,26.4
2026-02-03,ANA,SEA,Anaheim Ducks,Seattle Kraken,2.1,4.0,2.7,43.4,33.8
2026-02-03,EDM,TOR,Edmonton Oilers,Toronto Maple Leafs,1.8,4.2,3.2,50.2,28.3
2026-02-03,NYI,PIT,NY Islanders,Pittsburgh Penguins,2.4,3.8,2.38,37.9,38.2
2026-02-03,PHI,WSH,Philadelphia Flyers,Washington Capitals,2.1,3.9,2.7,43.2,33.6
2026-02-03,CAR,OTT,Carolina Hurricanes,Ottawa Senators,1.85,4.0,3.2,49.0,28.3
2026-02-03,NJD,CBJ,New Jersey Devils,Columbus Blue Jackets,2.38,3.9,2.4,38.4,38.1
2026-02-04,FLA,BOS,Florida Panthers,Boston Bruins,1.95,4.0,2.9,46.3,31.1
2026-02-04,CBJ,CHI,Columbus Blue Jackets,Chicago Blackhawks,2.0,3.9,2.9,45.4,31.3
2026-02-04,WPG,MTL,Winnipeg Jets,Montreal Canadiens,2.25,3.9,2.5,40.4,36.3
2026-02-04,NSH,MIN,Nashville Predators,Minnesota Wild,2.5,4.0,2.2,36.2,41.2
2026-02-04,COL,SJS,Colorado Avalanche,San Jose Sharks,1.53,4.2,4.6,58.9,19.6
2026-02-04,UTA,DET,Utah Mammoth,Detroit Red Wings,2.1,3.9,2.7,43.2,33.6
2026-02-04,DAL,STL,Dallas Stars,St. Louis Blues,1.7,4.0,3.6,52.7,24.9
2026-02-04,CGY,EDM,Calgary Flames,Edmonton Oilers,2.7,4.0,2.1,33.8,43.4
2026-02-04,VGK,VAN,Vegas Golden Knights,Vancouver Canucks,1.5,4.5,4.6,60.3,19.7
2026-02-04,LAK,SEA,Los Angeles Kings,Seattle Kraken,1.85,3.9,3.25,48.9,27.9
2026-02-05,NJD,NYI,New Jersey Devils,NY Islanders,2.38,3.8,2.4,38.2,37.9
2026-02-05,TBL,FLA,Tampa Bay Lightning,Florida Panthers,1.75,4.0,3.4,51.2,26.4
2026-02-05,VGK,LAK,Vegas Golden Knights,Los Angeles Kings,2.15,3.8,2.7,42.3,33.7
2026-02-05,BUF,PIT,Buffalo Sabres,Pittsburgh Penguins,2.2,4.0,2.5,41.2,36.2
2026-02-05,PHI,OTT,Philadelphia Flyers,Ottawa Senators,2.62,3.9,2.15,34.6,42.2
2026-02-05,NYR,CAR,NY Rangers,Carolina Hurricanes,3.6,4.2,1.7,25.2,53.3
2026-02-05,WSH,NSH,Washington Capitals,Nashville Predators,1.91,4.0,3.0,47.3,30.1
2026-02-25,NJD,BUF,New Jersey Devils,Buffalo Sabres,2.38,3.9,2.4,38.4,38.1
2026-02-25,WSH,PHI,Washington Capitals,Philadelphia Flyers,2.0,3.9,2.9,45.4,31.3
2026-02-25,TBL,TOR,Tampa Bay Lightning,Toronto Maple Leafs,1.67,4.2,3.75,54.3,24.2
2026-02-25,DAL,SEA,Dallas Stars,Seattle Kraken,1.85,3.9,3.1,48.3,28.8
2026-02-25,UTA,COL,Utah Mammoth,Colorado Avalanche,2.5,3.9,2.2,36.0,40.9
2026-02-25,VAN,WPG,Vancouver Canucks,Winnipeg Jets,2.62,4.0,2.15,34.8,42.4
2026-02-25,LAK,VGK,Los Angeles Kings,Vegas Golden Knights,1.95,3.9,3.0,46.5,30.2
2026-02-25,ANA,EDM,Anaheim Ducks,Edmonton Oilers,2.5,4.0,2.2,36.2,41.2
2026-02-26,LAK,EDM,Los Angeles Kings,Edmonton Oilers,2.38,3.9,2.38,38.3,38.3
2026-02-26,SJS,CGY,San Jose Sharks,Calgary Flames,2.15,3.9,2.62,42.2,34.6
2026-02-26,COL,MIN,Colorado Avalanche,Minnesota Wild,1.95,4.0,2.9,46.3,31.1
2026-02-26,STL,SEA,St. Louis Blues,Seattle Kraken,2.1,3.9,2.75,43.4,33.2
2026-02-26,NYR,PHI,NY Rangers,Philadelphia Flyers,2.1,3.9,2.75,43.4,33.2
2026-02-26,NSH,CHI,Nashville Predators,Chicago Blackhawks,1.85,4.0,3.1,48.6,29.0
2026-02-26,MTL,NYI,Montreal Canadiens,NY Islanders,2.0,3.9,2.8,44.9,32.1
2026-02-26,OTT,DET,Ottawa Senators,Detroit Red Wings,1.95,3.9,2.9,46.0,31.0
2026-02-26,CAR,TBL,Carolina Hurricanes,Tampa Bay Lightning,2.0,3.9,2.88,45.3,31.5
2026-02-26,BOS,CBJ,Boston Bruins,Columbus Blue Jackets,2.3,3.9,2.4,39.2,37.6
2026-02-26,FLA,TOR,Florida Panthers,Toronto Maple Leafs,1.95,4.0,2.9,46.3,31.1
2026-02-26,PIT,NJD,Pittsburgh Penguins,New Jersey Devils,1.95,3.9,3.0,46.5,30.2
2026-02-27,STL,NJD,St. Louis Blues,New Jersey Devils,2.4,3.8,2.38,37.9,38.2
2026-02-27,SJS,EDM,San Jose Sharks,Edmonton Oilers,2.9,4.0,1.95,31.1,46.3
2026-02-27,PHI,BOS,Philadelphia Flyers,Boston Bruins,2.25,3.9,2.5,40.4,36.3
2026-02-27,NYR,PIT,NY Rangers,Pittsburgh Penguins,2.6,3.9,2.2,35.1,41.5
2026-02-27,ANA,WPG,Anaheim Ducks,Winnipeg Jets,2.15,3.9,2.62,42.2,34.6
2026-02-27,FLA,BUF,Florida Panthers,Buffalo Sabres,2.3,3.9,2.45,39.5,37.1
2026-02-27,WSH,VGK,Washington Capitals,Vegas Golden Knights,2.3,3.9,2.45,39.5,37.1
2026-02-27,UTA,MIN,Utah Mammoth,Minnesota Wild,2.1,4.0,2.7,43.4,33.8
2026-02-28,MIN,STL,Minnesota Wild,St. Louis Blues,1.67,4.2,3.75,54.3,24.2
2026-02-28,UTA,CHI,Utah Mammoth,Chicago Blackhawks,1.5,4.4,4.75,60.4,19.1
2026-02-28,SJS,WPG,San Jose Sharks,Winnipeg Jets,2.45,3.9,2.3,37.1,39.5
2026-02-28,PIT,VGK,Pittsburgh Penguins,Vegas Golden Knights,2.88,4.0,2.0,31.6,45.6
2026-02-28,SEA,VAN,Seattle Kraken,Vancouver Canucks,1.91,4.0,3.0,47.3,30.1
2026-02-28,MTL,WSH,Montreal Canadiens,Washington Capitals,1.91,4.0,2.9,46.8,30.8
2026-02-28,DAL,NSH,Dallas Stars,Nashville Predators,2.0,3.9,2.9,45.4,31.3
2026-02-28,LAK,CGY,Los Angeles Kings,Calgary Flames,2.0,3.9,2.9,45.4,31.3
2026-02-28,COL,CHI,Colorado Avalanche,Chicago Blackhawks,1.4,4.6,5.5,64.1,16.3
2026-02-28,CBJ,NYI,Columbus Blue Jackets,NY Islanders,2.1,3.9,2.75,43.4,33.2
2026-02-28,CAR,DET,Carolina Hurricanes,Detroit Red Wings,1.8,4.0,3.4,50.5,26.7
2026-02-28,TOR,OTT,Toronto Maple Leafs,Ottawa Senators,2.5,4.0,2.2,36.2,41.2
2026-02-28,TBL,BUF,Tampa Bay Lightning,Buffalo Sabres,1.6,4.2,4.0,56.1,22.5
2026-03-01,NYI,FLA,NY Islanders,Florida Panthers,2.88,3.9,2.0,31.5,45.3
2026-03-01,ANA,CGY,Anaheim Ducks,Calgary Flames,1.8,4.0,3.3,50.1,27.3
2026-03-01,NSH,DET,Nashville Predators,Detroit Red Wings,2.38,3.9,2.38,38.3,38.3
2026-03-02,TOR,PHI,Toronto Maple Leafs,Philadelphia Flyers,2.15,3.9,2.62,42.2,34.6
2026-03-02,VAN,DAL,Vancouver Canucks,Dallas Stars,3.5,4.0,1.75,25.8,51.6
2026-03-02,SEA,CAR,Seattle Kraken,Carolina Hurricanes,3.25,4.0,1.83,27.9,49.5
2026-03-02,LAK,COL,Los Angeles Kings,Colorado Avalanche,3.2,4.0,1.85,28.3,49.0
2026-03-02,NYR,CBJ,NY Rangers,Columbus Blue Jackets,2.5,3.9,2.25,36.3,40.4
2026-03-03,ANA,COL,Anaheim Ducks,Colorado Avalanche,2.88,4.0,2.0,31.6,45.6
2026-03-03,EDM,OTT,Edmonton Oilers,Ottawa Senators,2.25,4.0,2.45,40.3,37.0
2026-03-03,SJS,MTL,San Jose Sharks,Montreal Canadiens,2.62,4.0,2.1,34.5,43.0
2026-03-03,MIN,TBL,Minnesota Wild,Tampa Bay Lightning,2.75,3.9,2.1,33.2,43.4
2026-03-03,CGY,DAL,Calgary Flames,Dallas Stars,2.6,3.8,2.15,34.6,41.8
2026-03-03,WPG,CHI,Winnipeg Jets,Chicago Blackhawks,1.95,3.9,3.0,46.5,30.2
2026-03-03,BUF,VGK,Buffalo Sabres,Vegas Golden Knights,2.05,3.9,2.8,44.3,32.4
2026-03-03,CBJ,NSH,Columbus Blue Jackets,Nashville Predators,2.1,3.9,2.75,43.4,33.2
2026-03-03,NJD,FLA,New Jersey Devils,Florida Panthers,2.45,3.9,2.3,37.1,39.5
2026-03-03,BOS,PIT,Boston Bruins,Pittsburgh Penguins,2.2,3.9,2.5,40.9,36.0
2026-03-03,WSH,UTA,Washington Capitals,Utah Mammoth,2.25,3.9,2.5,40.4,36.3
2026-03-04,SEA,STL,Seattle Kraken,St. Louis Blues,2.05,3.9,2.8,44.3,32.4
2026-03-04,VAN,CAR,Vancouver Canucks,Carolina Hurricanes,5.0,4.6,1.44,18.0,62.5
2026-03-04,ANA,NYI,Anaheim Ducks,NY Islanders,2.45,4.0,2.3,37.3,39.8
2026-03-04,NJD,TOR,New Jersey Devils,Toronto Maple Leafs,2.25,3.8,2.5,40.1,36.1
2026-03-04,DET,VGK,Detroit Red Wings,Vegas Golden Knights,2.15,3.9,2.62,42.2,34.6
2026-03-05,PIT,BUF,Pittsburgh Penguins,Buffalo Sabres,2.4,3.9,2.3,37.6,39.2
2026-03-05,CBJ,FLA,Columbus Blue Jackets,Florida Panthers,2.3,4.0,2.4,39.5,37.8
2026-03-05,NYR,TOR,NY Rangers,Toronto Maple Leafs,2.15,3.9,2.6,42.0,34.8
2026-03-05,PHI,UTA,Philadelphia Flyers,Utah Mammoth,2.5,3.9,2.2,36.0,40.9
2026-03-05,NSH,BOS,Nashville Predators,Boston Bruins,2.45,4.0,2.3,37.3,39.8
2026-03-05,WPG,TBL,Winnipeg Jets,Tampa Bay Lightning,3.3,4.0,1.75,26.9,50.8
2026-03-05,CGY,OTT,Calgary Flames,Ottawa Senators,3.1,4.0,1.85,29.0,48.6
2026-03-05,LAK,NYI,Los Angeles Kings,NY Islanders,2.15,3.8,2.7,42.3,33.7
2026-03-06,BOS,WSH,Boston Bruins,Washington Capitals,2.15,3.8,2.62,41.9,34.4
2026-03-06,PIT,PHI,Pittsburgh Penguins,Philadelphia Flyers,2.05,3.9,2.75,44.0,32.8
2026-03-06,SJS,STL,San Jose Sharks,St. Louis Blues,2.1,3.9,2.75,43.4,33.2
2026-03-06,BUF,NSH,Buffalo Sabres,Nashville Predators,1.75,4.0,3.3,50.8,26.9
2026-03-06,VGK,MIN,Vegas Golden Knights,Minnesota Wild,2.38,3.9,2.38,38.3,38.3
2026-03-06,NJD,NYR,New Jersey Devils,NY Rangers,1.91,3.9,3.0,47.0,29.9
2026-03-06,ANA,MTL,Anaheim Ducks,Montreal Canadiens,2.3,4.0,2.38,39.3,38.0
2026-03-06,CHI,VAN,Chicago Blackhawks,Vancouver Canucks,1.95,3.9,2.9,46.0,31.0
2026-03-06,EDM,CAR,Edmonton Oilers,Carolina Hurricanes,2.4,4.0,2.3,37.8,39.5
2026-03-06,DAL,COL,Dallas Stars,Colorado Avalanche,2.5,3.9,2.25,36.3,40.4
2026-03-06,DET,FLA,Detroit Red Wings,Florida Panthers,1.95,4.0,2.9,46.3,31.1
2026-03-07,DAL,CHI,Dallas Stars,Chicago Blackhawks,1.5,4.4,4.6,60.0,19.6
2026-03-07,PIT,BOS,Pittsburgh Penguins,Boston Bruins,2.2,3.9,2.45,40.6,36.5
2026-03-07,COL,MIN,Colorado Avalanche,Minnesota Wild,1.8,4.0,3.25,49.9,27.6
2026-03-07,SEA,OTT,Seattle Kraken,Ottawa Senators,2.9,3.9,2.0,31.3,45.4
2026-03-07,SJS,NYI,San Jose Sharks,NY Islanders,2.62,3.9,2.15,34.6,42.2
2026-03-07,CBJ,UTA,Columbus Blue Jackets,Utah Mammoth,2.45,3.9,2.3,37.1,39.5
2026-03-07,BUF,TBL,Buffalo Sabres,Tampa Bay Lightning,2.4,3.9,2.25,37.3,39.8
2026-03-07,WPG,VAN,Winnipeg Jets,Vancouver Canucks,1.55,4.2,4.4,58.1,20.5
2026-03-07,LAK,MTL,Los Angeles Kings,Montreal Canadiens,2.25,3.9,2.5,40.4,36.3
2026-03-07,TOR,TBL,Toronto Maple Leafs,Tampa Bay Lightning,3.5,4.2,1.75,26.1,52.2
2026-03-07,CGY,CAR,Calgary Flames,Carolina Hurricanes,3.9,4.0,1.65,23.0,54.5
2026-03-08,CBJ,LAK,Columbus Blue Jackets,Los Angeles Kings,1.95,4.0,2.88,46.2,31.3
2026-03-08,VGK,EDM,Vegas Golden Knights,Edmonton Oilers,2.3,4.0,2.38,39.3,38.0
2026-03-08,NJD,DET,New Jersey Devils,Detroit Red Wings,2.4,3.8,2.3,37.4,39.0
2026-03-08,ANA,STL,Anaheim Ducks,St. Louis Blues,1.85,4.0,3.0,48.1,29.7
2026-03-09,WSH,CGY,Washington Capitals,Calgary Flames,1.8,4.0,3.4,50.5,26.7
2026-03-09,PHI,NYR,Philadelphia Flyers,NY Rangers,2.05,3.8,2.75,43.8,32.6
2026-03-09,CHI,UTA,Chicago Blackhawks,Utah Mammoth,3.75,4.2,1.67,24.2,54.3
2026-03-09,VAN,OTT,Vancouver Canucks,Ottawa Senators,3.75,4.2,1.65,24.0,54.6
2026-03-10,COL,EDM,Colorado Avalanche,Edmonton Oilers,1.8,4.0,3.1,49.2,28.6
2026-03-10,WPG,ANA,Winnipeg Jets,Anaheim Ducks,2.1,3.9,2.7,43.2,33.6
2026-03-10,MIN,UTA,Minnesota Wild,Utah Mammoth,1.95,3.9,2.9,46.0,31.0
2026-03-10,DAL,VGK,Dallas Stars,Vegas Golden Knights,2.0,3.9,2.9,45.4,31.3
2026-03-10,STL,NYI,St. Louis Blues,NY Islanders,2.6,3.8,2.15,34.6,41.8
2026-03-10,TBL,CBJ,Tampa Bay Lightning,Columbus Blue Jackets,1.62,4.33,3.9,55.9,23.2
2026-03-10,MTL,TOR,Montreal Canadiens,Toronto Maple Leafs,1.85,4.0,3.1,48.6,29.0
2026-03-10,CAR,PIT,Carolina Hurricanes,Pittsburgh Penguins,1.7,4.0,3.6,52.7,24.9
2026-03-10,BOS,LAK,Boston Bruins,Los Angeles Kings,1.95,4.0,2.8,45.8,31.9
2026-03-10,NYR,CGY,NY Rangers,Calgary Flames,2.2,4.0,2.5,41.2,36.2
2026-03-10,BUF,SJS,Buffalo Sabres,San Jose Sharks,1.75,4.2,3.5,52.2,26.1
2026-03-10,FLA,DET,Florida Panthers,Detroit Red Wings,2.3,3.8,2.4,39.0,37.4
2026-03-10,SEA,NSH,Seattle Kraken,Nashville Predators,2.38,3.9,2.38,38.3,38.3
2026-03-11,PHI,WSH,Philadelphia Flyers,Washington Capitals,2.6,3.8,2.2,34.9,41.2
2026-03-11,OTT,MTL,Ottawa Senators,Montreal Canadiens,1.8,4.0,3.3,50.1,27.3
2026-03-12,VAN,NSH,Vancouver Canucks,Nashville Predators,3.0,3.9,1.91,29.9,47.0
2026-03-12,SEA,COL,Seattle Kraken,Colorado Avalanche,3.6,4.2,1.7,25.2,53.3
2026-03-12,VGK,PIT,Vegas Golden Knights,Pittsburgh Penguins,1.91,4.0,3.0,47.3,30.1
2026-03-12,UTA,CHI,Utah Mammoth,Chicago Blackhawks,1.67,4.0,3.8,53.9,23.7
2026-03-12,DAL,EDM,Dallas Stars,Edmonton Oilers,2.1,4.0,2.5,42.3,35.5
2026-03-12,MIN,PHI,Minnesota Wild,Philadelphia Flyers,1.67,4.2,3.75,54.3,24.2
2026-03-12,WPG,NYR,Winnipeg Jets,NY Rangers,1.95,3.9,3.0,46.5,30.2
2026-03-12,FLA,CBJ,Florida Panthers,Columbus Blue Jackets,2.5,3.9,2.25,36.3,40.4
2026-03-12,BUF,WSH,Buffalo Sabres,Washington Capitals,1.67,4.2,3.6,53.7,24.9
2026-03-12,TBL,DET,Tampa Bay Lightning,Detroit Red Wings,1.65,4.0,3.8,54.2,23.5
2026-03-12,CAR,STL,Carolina Hurricanes,St. Louis Blues,1.57,4.33,4.2,57.6,21.5
2026-03-12,NJD,CGY,New Jersey Devils,Calgary Flames,1.83,3.9,3.25,49.2,27.7
2026-03-12,TOR,ANA,Toronto Maple Leafs,Anaheim Ducks,2.3,4.0,2.45,39.8,37.3
2026-03-12,BOS,SJS,Boston Bruins,San Jose Sharks,1.95,4.0,2.9,46.3,31.1
2026-03-13,MIN,NYR,Minnesota Wild,NY Rangers,1.73,4.0,3.5,51.9,25.7
2026-03-13,WPG,COL,Winnipeg Jets,Colorado Avalanche,3.3,4.0,1.8,27.3,50.1
2026-03-13,WSH,BOS,Washington Capitals,Boston Bruins,2.15,3.9,2.62,42.2,34.6
2026-03-13,STL,EDM,St. Louis Blues,Edmonton Oilers,2.8,4.0,2.0,32.3,45.2
2026-03-13,NYI,LAK,NY Islanders,Los Angeles Kings,2.05,3.8,2.75,43.8,32.6
2026-03-13,OTT,ANA,Ottawa Senators,Anaheim Ducks,1.85,4.0,3.0,48.1,29.7
2026-03-14,DAL,DET,Dallas Stars,Detroit Red Wings,1.8,4.0,3.3,50.1,27.3
2026-03-14,NYI,CGY,NY Islanders,Calgary Flames,2.05,3.9,2.8,44.3,32.4
2026-03-14,BUF,TOR,Buffalo Sabres,Toronto Maple Leafs,1.62,4.2,3.9,55.5,23.1
2026-03-14,NJD,LAK,New Jersey Devils,Los Angeles Kings,2.0,3.8,2.9,45.1,31.1
2026-03-14,MTL,SJS,Montreal Canadiens,San Jose Sharks,1.91,4.0,3.0,47.3,30.1
2026-03-14,TBL,CAR,Tampa Bay Lightning,Carolina Hurricanes,2.2,4.2,2.4,41.0,37.6
2026-03-14,PHI,CBJ,Philadelphia Flyers,Columbus Blue Jackets,2.7,3.8,2.1,33.4,42.9
2026-03-14,UTA,PIT,Utah Mammoth,Pittsburgh Penguins,1.95,3.9,2.88,45.9,31.1
2026-03-14,VGK,CHI,Vegas Golden Knights,Chicago Blackhawks,1.62,4.2,3.8,55.2,23.5
2026-03-14,VAN,SEA,Vancouver Canucks,Seattle Kraken,2.75,3.9,2.1,33.2,43.4
2026-03-14,WPG,STL,Winnipeg Jets,St. Louis Blues,2.38,3.8,2.45,38.5,37.4
2026-03-14,OTT,SJS,Ottawa Senators,San Jose Sharks,1.67,4.6,3.5,54.3,25.9
2026-03-15,MIN,TOR,Minnesota Wild,Toronto Maple Leafs,1.6,4.2,4.0,56.1,22.5
2026-03-15,EDM,NSH,Edmonton Oilers,Nashville Predators,1.8,4.2,3.1,49.8,28.9
2026-03-15,MTL,ANA,Montreal Canadiens,Anaheim Ducks,1.95,4.0,2.8,45.8,31.9
2026-03-15,SEA,FLA,Seattle Kraken,Florida Panthers,2.5,3.8,2.2,35.8,40.7
2026-03-16,COL,PIT,Colorado Avalanche,Pittsburgh Penguins,1.65,4.2,3.8,54.7,23.8
2026-03-16,DAL,UTA,Dallas Stars,Utah Mammoth,1.95,3.9,3.0,46.5,30.2
2026-03-16,NYR,LAK,NY Rangers,Los Angeles Kings,2.38,3.8,2.38,38.1,38.1
2026-03-16,NJD,BOS,New Jersey Devils,Boston Bruins,2.2,3.9,2.6,41.5,35.1
2026-03-16,DET,CGY,Detroit Red Wings,Calgary Flames,1.8,4.0,3.3,50.1,27.3
2026-03-17,MTL,BOS,Montreal Canadiens,Boston Bruins,1.95,3.9,2.9,46.0,31.0
2026-03-17,TOR,NYI,Toronto Maple Leafs,NY Islanders,2.88,3.9,2.05,31.8,44.7
2026-03-17,CBJ,CAR,Columbus Blue Jackets,Carolina Hurricanes,2.5,4.0,2.2,36.2,41.2
2026-03-17,CHI,MIN,Chicago Blackhawks,Minnesota Wild,3.0,3.9,1.91,29.9,47.0
2026-03-17,WPG,NSH,Winnipeg Jets,Nashville Predators,2.1,4.0,2.5,42.3,35.5
2026-03-17,EDM,SJS,Edmonton Oilers,San Jose Sharks,1.85,4.2,3.1,49.1,29.3
2026-03-17,VGK,BUF,Vegas Golden Knights,Buffalo Sabres,2.1,4.2,2.5,42.7,35.9
2026-03-17,VAN,FLA,Vancouver Canucks,Florida Panthers,2.9,3.9,1.95,31.0,46.0
2026-03-17,SEA,TBL,Seattle Kraken,Tampa Bay Lightning,3.25,4.0,1.8,27.6,49.9
2026-03-18,CGY,STL,Calgary Flames,St. Louis Blues,2.5,4.0,2.15,35.9,41.7
2026-03-18,COL,DAL,Colorado Avalanche,Dallas Stars,2.0,4.0,2.7,44.6,33.1
2026-03-18,ANA,PHI,Anaheim Ducks,Philadelphia Flyers,2.0,4.0,2.8,45.2,32.3
2026-03-18,CAR,PIT,Carolina Hurricanes,Pittsburgh Penguins,2.05,4.0,2.8,44.6,32.6
2026-03-18,NYR,NJD,NY Rangers,New Jersey Devils,2.5,3.9,2.2,36.0,40.9
2026-03-18,WSH,OTT,Washington Capitals,Ottawa Senators,2.62,4.2,2.05,34.5,44.0
2026-03-19,LAK,PHI,Los Angeles Kings,Philadelphia Flyers,1.85,4.0,3.2,49.0,28.3
2026-03-19,VGK,UTA,Vegas Golden Knights,Utah Mammoth,2.15,3.9,2.62,42.2,34.6
2026-03-19,VAN,TBL,Vancouver Canucks,Tampa Bay Lightning,4.8,4.5,1.44,18.5,61.7
2026-03-19,SJS,BUF,San Jose Sharks,Buffalo Sabres,2.75,4.0,2.05,33.0,44.3
2026-03-19,NSH,SEA,Nashville Predators,Seattle Kraken,2.2,3.9,2.5,40.9,36.0
2026-03-19,EDM,FLA,Edmonton Oilers,Florida Panthers,1.95,4.0,2.9,46.3,31.1
2026-03-19,DET,MTL,Detroit Red Wings,Montreal Canadiens,2.4,3.9,2.38,38.1,38.4
2026-03-19,BOS,WPG,Boston Bruins,Winnipeg Jets,2.1,3.9,2.7,43.2,33.6
2026-03-19,CBJ,NYR,Columbus Blue Jackets,NY Rangers,1.7,4.2,3.6,53.3,25.2
2026-03-19,OTT,NYI,Ottawa Senators,NY Islanders,2.15,3.9,2.62,42.2,34.6
2026-03-19,MIN,CHI,Minnesota Wild,Chicago Blackhawks,1.75,4.2,3.5,52.2,26.1
2026-03-20,NSH,VGK,Nashville Predators,Vegas Golden Knights,2.8,4.0,2.0,32.3,45.2
2026-03-20,SJS,PHI,San Jose Sharks,Philadelphia Flyers,2.3,3.9,2.45,39.5,37.1
2026-03-20,MIN,DAL,Minnesota Wild,Dallas Stars,2.62,3.9,2.1,34.3,42.7
2026-03-20,LAK,BUF,Los Angeles Kings,Buffalo Sabres,2.5,3.9,2.2,36.0,40.9
2026-03-20,PIT,WPG,Pittsburgh Penguins,Winnipeg Jets,1.95,4.0,2.9,46.3,31.1
