date,home_team,away_team,home_team_full,away_team_full,home_odds_dec,draw_odds_dec,away_odds_dec,home_implied,away_implied
2026-03-20,CBJ,SEA,Columbus Blue Jackets,Seattle Kraken,1.85,4.0,3.2,49.0,28.3
2026-03-20,CGY,FLA,Calgary Flames,Florida Panthers,2.38,3.9,2.4,38.4,38.1
2026-03-20,CHI,COL,Chicago Blackhawks,Colorado Avalanche,5.5,4.6,1.4,16.3,64.1
2026-03-20,WSH,NJD,Washington Capitals,New Jersey Devils,2.15,3.9,2.62,42.2,34.6
2026-03-20,TOR,CAR,Toronto Maple Leafs,Carolina Hurricanes,3.6,4.2,1.7,25.2,53.3
2026-03-20,UTA,ANA,Utah Mammoth,Anaheim Ducks,2.0,4.2,2.8,45.7,32.6
2026-03-21,PIT,CAR,Pittsburgh Penguins,Carolina Hurricanes,2.75,4.0,2.05,33.0,44.3
2026-03-21,WSH,COL,Washington Capitals,Colorado Avalanche,3.0,4.0,1.91,30.1,47.3
2026-03-21,NYR,WPG,NY Rangers,Winnipeg Jets,2.25,3.8,2.5,40.1,36.1
2026-03-21,EDM,TBL,Edmonton Oilers,Tampa Bay Lightning,2.6,4.0,2.1,34.6,42.9
2026-03-21,CHI,NSH,Chicago Blackhawks,Nashville Predators,2.38,3.9,2.38,38.3,38.3
2026-03-21,OTT,TOR,Ottawa Senators,Toronto Maple Leafs,1.5,4.4,4.6,60.0,19.6
2026-03-21,MTL,NYI,Montreal Canadiens,NY Islanders,2.2,3.9,2.5,40.9,36.0
2026-03-21,VAN,STL,Vancouver Canucks,St. Louis Blues,2.8,3.9,2.05,32.4,44.3
2026-03-21,DET,BOS,Detroit Red Wings,Boston Bruins,2.25,4.0,2.5,40.6,36.5
2026-03-22,CGY,TBL,Calgary Flames,Tampa Bay Lightning,3.1,4.0,1.85,29.0,48.6
2026-03-22,ANA,BUF,Anaheim Ducks,Buffalo Sabres,2.4,4.0,2.3,37.8,39.5
2026-03-22,UTA,LAK,Utah Mammoth,Los Angeles Kings,1.85,4.0,3.1,48.6,29.0
2026-03-22,NYI,CBJ,NY Islanders,Columbus Blue Jackets,2.5,4.0,2.2,36.2,41.2
2026-03-22,DAL,VGK,Dallas Stars,Vegas Golden Knights,2.05,3.9,2.8,44.3,32.4
2026-03-23,NYR,OTT,NY Rangers,Ottawa Senators,3.3,4.0,1.8,27.3,50.1
2026-03-24,STL,WSH,St. Louis Blues,Washington Capitals,2.38,3.8,2.38,38.1,38.1
2026-03-24,UTA,EDM,Utah Mammoth,Edmonton Oilers,2.15,3.9,2.62,42.2,34.6
2026-03-24,VAN,ANA,Vancouver Canucks,Anaheim Ducks,3.2,4.2,1.8,28.3,50.2
2026-03-24,CGY,LAK,Calgary Flames,Los Angeles Kings,2.75,3.9,2.1,33.2,43.4
2026-03-24,NSH,SJS,Nashville Predators,San Jose Sharks,2.1,3.9,2.7,43.2,33.6
2026-03-24,DAL,NJD,Dallas Stars,New Jersey Devils,1.95,3.9,2.9,46.0,31.0
2026-03-24,WPG,VGK,Winnipeg Jets,Vegas Golden Knights,2.62,3.9,2.15,34.6,42.2
2026-03-24,BOS,TOR,Boston Bruins,Toronto Maple Leafs,1.8,4.0,3.4,50.5,26.7
2026-03-24,MTL,CAR,Montreal Canadiens,Carolina Hurricanes,2.62,4.0,2.15,34.8,42.4
2026-03-24,PHI,CBJ,Philadelphia Flyers,Columbus Blue Jackets,2.7,3.9,2.1,33.6,43.2
2026-03-24,FLA,SEA,Florida Panthers,Seattle Kraken,2.15,3.9,2.62,42.2,34.6
2026-03-24,PIT,COL,Pittsburgh Penguins,Colorado Avalanche,3.0,4.0,1.85,29.7,48.1
2026-03-24,NYI,CHI,NY Islanders,Chicago Blackhawks,1.91,4.0,3.0,47.3,30.1
2026-03-24,DET,OTT,Detroit Red Wings,Ottawa Senators,2.2,3.9,2.6,41.5,35.1
2026-03-24,TBL,MIN,Tampa Bay Lightning,Minnesota Wild,1.95,4.0,2.9,46.3,31.1
2026-03-25,BUF,BOS,Buffalo Sabres,Boston Bruins,1.75,4.2,3.5,52.2,26.1
2026-03-25,TOR,NYR,Toronto Maple Leafs,NY Rangers,2.6,3.9,2.2,35.1,41.5
2026-03-26,NSH,NJD,Nashville Predators,New Jersey Devils,2.38,3.9,2.38,38.3,38.3
2026-03-26,VAN,LAK,Vancouver Canucks,Los Angeles Kings,3.2,4.0,1.85,28.3,49.0
2026-03-26,UTA,WSH,Utah Mammoth,Washington Capitals,2.15,3.9,2.62,42.2,34.6
2026-03-26,CGY,ANA,Calgary Flames,Anaheim Ducks,2.62,4.0,2.1,34.5,43.0
2026-03-26,WPG,COL,Winnipeg Jets,Colorado Avalanche,3.2,4.0,1.83,28.2,49.3
2026-03-26,STL,SJS,St. Louis Blues,San Jose Sharks,2.1,4.0,2.62,43.0,34.5
2026-03-26,VGK,EDM,Vegas Golden Knights,Edmonton Oilers,2.1,4.0,2.62,43.0,34.5
2026-03-26,MTL,CBJ,Montreal Canadiens,Columbus Blue Jackets,2.25,3.9,2.45,40.1,36.8
2026-03-26,PHI,CHI,Philadelphia Flyers,Chicago Blackhawks,2.05,3.9,2.8,44.3,32.4
2026-03-26,NYI,DAL,NY Islanders,Dallas Stars,2.6,3.8,2.2,34.9,41.2
2026-03-26,OTT,PIT,Ottawa Senators,Pittsburgh Penguins,2.05,3.9,2.8,44.3,32.4
2026-03-26,FLA,MIN,Florida Panthers,Minnesota Wild,2.9,4.0,1.95,31.1,46.3
2026-03-26,TBL,SEA,Tampa Bay Lightning,Seattle Kraken,1.5,4.4,4.6,60.0,19.6
2026-03-27,BUF,SEA,Buffalo Sabres,Seattle Kraken,1.75,4.0,3.4,51.2,26.4
2026-03-27,CBJ,SJS,Columbus Blue Jackets,San Jose Sharks,1.75,4.0,3.5,51.6,25.8
2026-03-27,BOS,MIN,Boston Bruins,Minnesota Wild,2.5,3.8,2.25,36.1,40.1
2026-03-27,CAR,NJD,Carolina Hurricanes,New Jersey Devils,1.7,4.0,3.7,53.1,24.4
2026-03-27,PIT,DAL,Pittsburgh Penguins,Dallas Stars,2.75,3.8,2.1,33.0,43.2
2026-03-27,TBL,OTT,Tampa Bay Lightning,Ottawa Senators,2.05,3.9,2.8,44.3,32.4
2026-03-27,NYI,FLA,NY Islanders,Florida Panthers,1.8,4.0,3.4,50.5,26.7
2026-03-27,NYR,CHI,NY Rangers,Chicago Blackhawks,1.85,3.9,3.2,48.7,28.2
2026-03-27,BUF,DET,Buffalo Sabres,Detroit Red Wings,2.05,3.9,2.8,44.3,32.4
2026-03-27,EDM,ANA,Edmonton Oilers,Anaheim Ducks,2.0,4.0,2.8,45.2,32.3
2026-03-28,NYR,FLA,NY Rangers,Florida Panthers,1.85,4.0,3.1,48.6,29.0
2026-03-28,CAR,MTL,Carolina Hurricanes,Montreal Canadiens,1.85,4.0,3.1,48.6,29.0
2026-03-28,TBL,NSH,Tampa Bay Lightning,Nashville Predators,1.8,4.0,3.3,50.1,27.3
2026-03-28,CBJ,BOS,Columbus Blue Jackets,Boston Bruins,1.91,4.0,3.0,47.3,30.1
2026-03-28,VGK,WSH,Vegas Golden Knights,Washington Capitals,2.0,3.9,2.9,45.4,31.3
2026-03-28,LAK,UTA,Los Angeles Kings,Utah Mammoth,2.3,3.8,2.45,39.3,36.9
2026-03-28,DET,PHI,Detroit Red Wings,Philadelphia Flyers,2.1,3.9,2.75,43.4,33.2
2026-03-28,STL,TOR,St. Louis Blues,Toronto Maple Leafs,2.05,3.8,2.8,44.0,32.2
2026-03-28,NSH,MTL,Nashville Predators,Montreal Canadiens,2.5,3.9,2.25,36.3,40.4
2026-03-28,COL,WPG,Colorado Avalanche,Winnipeg Jets,1.57,4.2,4.2,57.2,21.4
2026-03-28,CGY,VAN,Calgary Flames,Vancouver Canucks,1.91,3.9,3.0,47.0,29.9
2026-03-29,PHI,DAL,Philadelphia Flyers,Dallas Stars,3.1,3.9,1.85,28.8,48.3
2026-03-29,NJD,CHI,New Jersey Devils,Chicago Blackhawks,1.91,3.9,3.1,47.5,29.3
2026-03-30,NYI,PIT,NY Islanders,Pittsburgh Penguins,2.2,3.9,2.6,41.5,35.1
2026-03-30,COL,CGY,Colorado Avalanche,Calgary Flames,1.4,4.75,5.5,64.5,16.4
2026-03-30,VGK,VAN,Vegas Golden Knights,Vancouver Canucks,1.4,4.6,5.5,64.1,16.3
2026-03-30,ANA,TOR,Anaheim Ducks,Toronto Maple Leafs,1.8,4.2,3.25,50.4,27.9
2026-03-30,SJS,STL,San Jose Sharks,St. Louis Blues,2.38,3.9,2.4,38.4,38.1
2026-03-31,WSH,PHI,Washington Capitals,Philadelphia Flyers,2.2,3.8,2.6,41.2,34.9
2026-03-31,CHI,WPG,Chicago Blackhawks,Winnipeg Jets,2.8,3.9,2.0,32.1,44.9
2026-03-31,FLA,OTT,Florida Panthers,Ottawa Senators,3.2,4.0,1.85,28.3,49.0
2026-03-31,TBL,MTL,Tampa Bay Lightning,Montreal Canadiens,1.85,4.0,3.1,48.6,29.0
2026-03-31,EDM,SEA,Edmonton Oilers,Seattle Kraken,1.8,4.2,3.2,50.2,28.3
2026-03-31,BOS,DAL,Boston Bruins,Dallas Stars,2.62,3.9,2.15,34.6,42.2
2026-03-31,PIT,DET,Pittsburgh Penguins,Detroit Red Wings,2.4,3.9,2.3,37.6,39.2
2026-03-31,NYR,NJD,NY Rangers,New Jersey Devils,2.5,3.9,2.2,36.0,40.9
2026-03-31,CBJ,CAR,Columbus Blue Jackets,Carolina Hurricanes,2.62,3.9,2.15,34.6,42.2
2026-03-31,BUF,NYI,Buffalo Sabres,NY Islanders,1.85,4.0,3.1,48.6,29.0
2026-04-01,COL,VAN,Colorado Avalanche,Vancouver Canucks,1.35,4.8,6.0,66.4,14.9
2026-04-01,LAK,STL,Los Angeles Kings,St. Louis Blues,2.05,3.8,2.8,44.0,32.2
2026-04-01,SJS,ANA,San Jose Sharks,Anaheim Ducks,2.3,4.0,2.38,39.3,38.0
2026-04-02,LAK,NSH,Los Angeles Kings,Nashville Predators,2.25,3.8,2.5,40.1,36.1
2026-04-02,SEA,UTA,Seattle Kraken,Utah Mammoth,2.7,3.9,2.1,33.6,43.2
2026-04-02,VGK,CGY,Vegas Golden Knights,Calgary Flames,1.6,4.2,4.0,56.1,22.5
2026-04-02,SJS,TOR,San Jose Sharks,Toronto Maple Leafs,2.1,4.0,2.62,43.0,34.5
2026-04-02,EDM,CHI,Edmonton Oilers,Chicago Blackhawks,1.7,4.2,3.5,52.9,25.7
2026-04-02,DAL,WPG,Dallas Stars,Winnipeg Jets,1.95,3.9,3.0,46.5,30.2
2026-04-02,MIN,VAN,Minnesota Wild,Vancouver Canucks,1.36,5.0,6.0,66.7,15.1
2026-04-02,NJD,WSH,New Jersey Devils,Washington Capitals,2.4,3.9,2.38,38.1,38.4
2026-04-02,PHI,DET,Philadelphia Flyers,Detroit Red Wings,2.45,3.8,2.3,36.9,39.3
2026-04-02,FLA,BOS,Florida Panthers,Boston Bruins,3.0,4.0,1.91,30.1,47.3
2026-04-02,NYR,MTL,NY Rangers,Montreal Canadiens,2.5,3.9,2.2,36.0,40.9
2026-04-02,OTT,BUF,Ottawa Senators,Buffalo Sabres,2.3,3.9,2.45,39.5,37.1
2026-04-02,CAR,CBJ,Carolina Hurricanes,Columbus Blue Jackets,1.8,4.0,3.25,49.9,27.6
2026-04-02,TBL,PIT,Tampa Bay Lightning,Pittsburgh Penguins,1.85,4.0,3.0,48.1,29.7
2026-04-03,TBL,BOS,Tampa Bay Lightning,Boston Bruins,1.8,4.0,3.2,49.7,28.0
2026-04-03,PIT,FLA,Pittsburgh Penguins,Florida Panthers,1.67,4.2,3.7,54.1,24.4
2026-04-03,DAL,COL,Dallas Stars,Colorado Avalanche,2.45,4.0,2.25,37.0,40.3
2026-04-03,ANA,STL,Anaheim Ducks,St. Louis Blues,2.1,3.9,2.7,43.2,33.6
2026-04-03,NYR,DET,NY Rangers,Detroit Red Wings,2.75,3.9,2.1,33.2,43.4
2026-04-03,NYI,PHI,NY Islanders,Philadelphia Flyers,2.05,3.9,2.8,44.3,32.4
2026-04-03,OTT,MIN,Ottawa Senators,Minnesota Wild,2.3,3.9,2.45,39.5,37.1
2026-04-04,PHI,BOS,Philadelphia Flyers,Boston Bruins,2.0,4.0,2.8,45.2,32.3
2026-04-04,PIT,FLA,Pittsburgh Penguins,Florida Panthers,1.65,4.2,3.8,54.7,23.8
2026-04-04,DET,MIN,Detroit Red Wings,Minnesota Wild,2.5,3.9,2.25,36.3,40.4
2026-04-04,EDM,VGK,Edmonton Oilers,Vegas Golden Knights,2.38,3.9,2.38,38.3,38.3
2026-04-04,ANA,CGY,Anaheim Ducks,Calgary Flames,2.0,4.0,2.8,45.2,32.3
2026-04-04,SJS,NSH,San Jose Sharks,Nashville Predators,2.3,3.9,2.45,39.5,37.1
2026-04-04,VAN,UTA,Vancouver Canucks,Utah Mammoth,3.6,4.2,1.67,24.9,53.7
2026-04-04,NJD,MTL,New Jersey Devils,Montreal Canadiens,2.5,3.9,2.2,36.0,40.9
2026-04-04,WSH,BUF,Washington Capitals,Buffalo Sabres,2.3,4.0,2.38,39.3,38.0
2026-04-04,LAK,TOR,Los Angeles Kings,Toronto Maple Leafs,1.8,4.0,3.4,50.5,26.7
2026-04-04,CAR,NYI,Carolina Hurricanes,NY Islanders,1.6,4.4,4.0,56.7,22.7
2026-04-04,CBJ,WPG,Columbus Blue Jackets,Winnipeg Jets,2.05,4.0,2.7,44.0,33.4
2026-04-04,OTT,CAR,Ottawa Senators,Carolina Hurricanes,2.5,3.9,2.2,36.0,40.9
2026-04-04,SEA,CHI,Seattle Kraken,Chicago Blackhawks,1.85,4.0,3.0,48.1,29.7
2026-04-05,COL,STL,Colorado Avalanche,St. Louis Blues,1.75,4.0,3.5,51.6,25.8
2026-04-05,MTL,NJD,Montreal Canadiens,New Jersey Devils,2.0,4.0,2.8,45.2,32.3
2026-04-05,NYR,WSH,NY Rangers,Washington Capitals,2.38,3.9,2.38,38.3,38.3
2026-04-06,BUF,TBL,Buffalo Sabres,Tampa Bay Lightning,2.45,4.0,2.25,37.0,40.3
2026-04-06,WPG,SEA,Winnipeg Jets,Seattle Kraken,1.85,4.0,3.0,48.1,29.7
2026-04-06,SJS,CHI,San Jose Sharks,Chicago Blackhawks,1.85,4.0,3.0,48.1,29.7
2026-04-06,LAK,NSH,Los Angeles Kings,Nashville Predators,2.15,3.8,2.7,42.3,33.7
2026-04-07,VAN,VGK,Vancouver Canucks,Vegas Golden Knights,4.0,4.5,1.6,22.8,57.0
2026-04-07,ANA,NSH,Anaheim Ducks,Nashville Predators,2.0,4.0,2.8,45.2,32.3
2026-04-07,UTA,EDM,Utah Mammoth,Edmonton Oilers,2.1,4.0,2.62,43.0,34.5
2026-04-07,STL,COL,St. Louis Blues,Colorado Avalanche,2.9,4.0,1.95,31.1,46.3
2026-04-07,DAL,CGY,Dallas Stars,Calgary Flames,1.62,4.2,4.0,55.8,22.6
2026-04-07,MIN,SEA,Minnesota Wild,Seattle Kraken,1.6,4.2,4.0,56.1,22.5
2026-04-07,MTL,FLA,Montreal Canadiens,Florida Panthers,1.55,4.2,4.2,57.5,21.2
2026-04-07,OTT,TBL,Ottawa Senators,Tampa Bay Lightning,2.1,3.9,2.62,42.7,34.3
2026-04-07,CAR,BOS,Carolina Hurricanes,Boston Bruins,1.8,4.0,3.3,50.1,27.3
2026-04-07,DET,CBJ,Detroit Red Wings,Columbus Blue Jackets,2.38,3.9,2.4,38.4,38.1
2026-04-07,NJD,PHI,New Jersey Devils,Philadelphia Flyers,2.25,3.8,2.5,40.1,36.1
2026-04-08,NYR,BUF,NY Rangers,Buffalo Sabres,2.8,4.0,2.05,32.6,44.6
2026-04-08,TOR,WSH,Toronto Maple Leafs,Washington Capitals,2.9,4.0,1.95,31.1,46.3
2026-04-08,SJS,EDM,San Jose Sharks,Edmonton Oilers,2.45,4.0,2.25,37.0,40.3
2026-04-09,DAL,MIN,Dallas Stars,Minnesota Wild,2.25,3.9,2.5,40.4,36.3
2026-04-09,LAK,VAN,Los Angeles Kings,Vancouver Canucks,1.53,4.4,4.5,59.3,20.1
2026-04-09,SEA,VGK,Seattle Kraken,Vegas Golden Knights,3.25,4.0,1.8,27.6,49.9
2026-04-09,ANA,SJS,Anaheim Ducks,San Jose Sharks,1.85,4.2,2.9,48.1,30.7
2026-04-09,UTA,NSH,Utah Mammoth,Nashville Predators,1.85,4.0,3.0,48.1,29.7
2026-04-09,COL,CGY,Colorado Avalanche,Calgary Flames,1.44,4.6,5.0,62.5,18.0
2026-04-09,CHI,CAR,Chicago Blackhawks,Carolina Hurricanes,3.1,4.0,1.85,29.0,48.6
2026-04-09,DET,PHI,Detroit Red Wings,Philadelphia Flyers,2.3,3.9,2.45,39.5,37.1
2026-04-09,OTT,FLA,Ottawa Senators,Florida Panthers,1.44,4.6,5.0,62.5,18.0
2026-04-09,MTL,TBL,Montreal Canadiens,Tampa Bay Lightning,2.45,3.9,2.3,37.1,39.5
2026-04-09,NJD,PIT,New Jersey Devils,Pittsburgh Penguins,2.3,4.0,2.38,39.3,38.0
2026-04-09,BUF,CBJ,Buffalo Sabres,Columbus Blue Jackets,2.38,3.9,2.38,38.3,38.3
2026-04-09,NYI,TOR,NY Islanders,Toronto Maple Leafs,1.5,4.5,4.8,60.8,19.0
2026-04-09,STL,WPG,St. Louis Blues,Winnipeg Jets,2.4,3.8,2.38,37.9,38.2
2026-04-11,TOR,FLA,Toronto Maple Leafs,Florida Panthers,2.05,4.0,2.75,44.3,33.0
2026-04-11,WSH,PIT,Washington Capitals,Pittsburgh Penguins,2.0,4.0,2.8,45.2,32.3
2026-04-11,SJS,VAN,San Jose Sharks,Vancouver Canucks,1.7,4.2,3.5,52.9,25.7
2026-04-11,COL,VGK,Colorado Avalanche,Vegas Golden Knights,2.15,3.9,2.62,42.2,34.6
2026-04-11,MTL,CBJ,Montreal Canadiens,Columbus Blue Jackets,2.1,3.9,2.7,43.2,33.6
2026-04-11,SEA,CGY,Seattle Kraken,Calgary Flames,2.15,3.9,2.62,42.2,34.6
2026-04-11,WPG,PHI,Winnipeg Jets,Philadelphia Flyers,2.2,3.8,2.5,40.7,35.8
2026-04-11,DAL,NYR,Dallas Stars,NY Rangers,1.8,4.0,3.3,50.1,27.3
2026-04-11,DET,NJD,Detroit Red Wings,New Jersey Devils,2.1,4.0,2.7,43.4,33.8
2026-04-11,NSH,MIN,Nashville Predators,Minnesota Wild,2.45,3.9,2.3,37.1,39.5
2026-04-11,CHI,STL,Chicago Blackhawks,St. Louis Blues,2.8,3.9,2.05,32.4,44.3
2026-04-11,LAK,EDM,Los Angeles Kings,Edmonton Oilers,2.38,3.9,2.4,38.4,38.1
2026-04-11,PIT,WSH,Pittsburgh Penguins,Washington Capitals,2.8,4.0,2.05,32.6,44.6
2026-04-11,NYI,OTT,NY Islanders,Ottawa Senators,2.62,3.9,2.15,34.6,42.2
2026-04-11,BOS,TBL,Boston Bruins,Tampa Bay Lightning,2.45,3.9,2.3,37.1,39.5
2026-04-11,UTA,CAR,Utah Mammoth,Carolina Hurricanes,2.2,4.0,2.6,41.7,35.3
2026-04-12,NYI,MTL,NY Islanders,Montreal Canadiens,2.3,4.0,2.4,39.5,37.8
2026-04-12,CBJ,BOS,Columbus Blue Jackets,Boston Bruins,1.75,4.2,3.3,51.4,27.2
2026-04-12,NJD,OTT,New Jersey Devils,Ottawa Senators,2.38,4.0,2.38,38.5,38.5
2026-04-12,ANA,VAN,Anaheim Ducks,Vancouver Canucks,1.5,4.75,4.6,60.9,19.9
2026-04-12,CGY,UTA,Calgary Flames,Utah Mammoth,3.0,4.0,1.91,30.1,47.3
2026-04-13,EDM,COL,Edmonton Oilers,Colorado Avalanche,2.45,4.0,2.25,37.0,40.3
2026-04-13,CHI,BUF,Chicago Blackhawks,Buffalo Sabres,3.5,4.2,1.75,26.1,52.2
2026-04-13,VGK,WPG,Vegas Golden Knights,Winnipeg Jets,1.85,4.0,3.1,48.6,29.0
2026-04-13,SEA,LAK,Seattle Kraken,Los Angeles Kings,3.0,3.9,1.91,29.9,47.0
2026-04-13,NSH,SJS,Nashville Predators,San Jose Sharks,2.0,4.0,2.8,45.2,32.3
2026-04-13,STL,MIN,St. Louis Blues,Minnesota Wild,1.8,4.0,3.25,49.9,27.6
2026-04-13,TOR,DAL,Toronto Maple Leafs,Dallas Stars,3.25,4.2,1.8,27.9,50.4
2026-04-13,PHI,CAR,Philadelphia Flyers,Carolina Hurricanes,1.91,4.0,3.0,47.3,30.1
2026-04-13,FLA,NYR,Florida Panthers,NY Rangers,2.88,4.0,2.0,31.6,45.6
2026-04-13,TBL,DET,Tampa Bay Lightning,Detroit Red Wings,1.75,4.0,3.4,51.2,26.4
2026-04-14,CBJ,WSH,Columbus Blue Jackets,Washington Capitals,2.05,4.0,2.7,44.0,33.4
2026-04-14,BOS,NJD,Boston Bruins,New Jersey Devils,2.0,4.0,2.88,45.6,31.6
2026-04-14,PHI,MTL,Philadelphia Flyers,Montreal Canadiens,4.0,4.5,1.6,22.8,57.0
2026-04-14,NYI,CAR,NY Islanders,Carolina Hurricanes,1.91,4.0,2.9,46.8,30.8
2026-04-14,MIN,ANA,Minnesota Wild,Anaheim Ducks,3.0,4.0,1.85,29.7,48.1
2026-04-14,CGY,COL,Calgary Flames,Colorado Avalanche,2.8,4.0,2.0,32.3,45.2
2026-04-14,UTA,WPG,Utah Mammoth,Winnipeg Jets,1.75,4.0,3.4,51.2,26.4
2026-04-14,STL,PIT,St. Louis Blues,Pittsburgh Penguins,1.83,4.0,3.2,49.3,28.2
2026-04-14,VAN,LAK,Vancouver Canucks,Los Angeles Kings,2.9,4.0,1.91,30.8,46.8
2026-04-15,OTT,TOR,Ottawa Senators,Toronto Maple Leafs,1.75,4.2,3.4,51.8,26.6
2026-04-15,TBL,NYR,Tampa Bay Lightning,NY Rangers,2.05,4.0,2.8,44.6,32.6
2026-04-15,CHI,SJS,Chicago Blackhawks,San Jose Sharks,2.5,4.0,2.25,36.5,40.6
2026-04-15,FLA,DET,Florida Panthers,Detroit Red Wings,2.9,4.0,1.95,31.1,46.3
2026-04-15,BUF,DAL,Buffalo Sabres,Dallas Stars,2.8,3.9,2.05,32.4,44.3
2026-04-15,VGK,SEA,Vegas Golden Knights,Seattle Kraken,1.44,4.5,5.0,62.2,17.9
2026-04-16,CGY,LAK,Calgary Flames,Los Angeles Kings,2.9,4.0,1.95,31.1,46.3
2026-04-16,NSH,ANA,Nashville Predators,Anaheim Ducks,2.5,4.0,2.2,36.2,41.2
2026-04-16,EDM,VAN,Edmonton Oilers,Vancouver Canucks,1.44,4.6,5.0,62.5,18.0
2026-04-16,UTA,STL,Utah Mammoth,St. Louis Blues,2.2,4.0,2.5,41.2,36.2
2026-04-16,WPG,SJS,Winnipeg Jets,San Jose Sharks,1.95,4.0,2.9,46.3,31.1
2026-04-16,COL,SEA,Colorado Avalanche,Seattle Kraken,1.75,4.0,3.4,51.2,26.4
